id,target
63438,0.9870007
75713,0.99328977
15713,0.97365147
34402,0.9778823
40084,0.99084926
64940,0.9345924
66279,0.99161595
77818,0.9625454
63889,0.9856983
48861,0.98837614
26520,0.9857848
66559,0.9917142
24068,0.6331024
20211,0.96544135
86715,0.9818258
68601,0.9929685
95696,0.97255516
60049,0.9837558
7620,0.90415
42468,0.9757627
106475,0.9726505
43145,0.99122214
102597,0.9852819
93680,0.97028714
37065,0.91013867
49472,0.9843775
45364,0.8010685
112287,0.9714642
90044,0.9338694
40999,0.97781575
93637,0.99197304
47689,0.9891879
15068,0.9870487
67323,0.985355
285,0.9711874
76543,0.9898802
52901,0.80359524
10299,0.982634
8199,0.5509683
10875,0.74349004
36812,0.98989594
110,0.84877294
25682,0.87143415
7331,0.92004323
76947,0.89305085
28303,0.9591085
32212,0.9029795
18692,0.98324895
75865,0.9908409
74466,0.95698905
81378,0.97255516
85492,0.88366175
67992,0.9391334
12527,0.99088144
48212,0.9530234
61180,0.9818885
56340,0.97842693
64227,0.9922506
35539,0.9864976
9233,0.98048806
97645,0.8996472
106742,0.5525109
84955,0.9421021
36443,0.96851134
2970,0.6466032
48583,0.9517923
67490,0.9772798
45242,0.97952443
83608,0.9877072
86807,0.983374
92793,0.993343
32458,0.9912327
18258,0.9895488
93246,0.97763777
29747,0.9271706
44469,0.9633261
18998,0.98972404
100686,0.96586657
21670,0.9780651
106701,0.9886226
21844,0.99416465
61174,0.9829501
933,0.99130344
563,0.9844184
90185,0.98018104
29080,0.96110904
32967,0.97136635
110889,0.9880288
54059,0.89732444
86664,0.98959047
72104,0.99263364
82239,0.9899004
59755,0.9352345
1785,0.93899757
36377,0.95148903
73334,0.7625417
26731,0.9860912
78548,0.989136
54472,0.99268943
70631,0.97579247
44942,0.83916557
54130,0.9909486
11938,0.9918228
15837,0.98833674
64537,0.9133803
65402,0.9898269
18680,0.98797786
69375,0.96823704
71042,0.91562146
69164,0.9710099
19288,0.99162465
17115,0.989899
105949,0.89974403
55257,0.9928474
6583,0.98931444
24751,0.9906093
19545,0.9682827
38187,0.956382
38983,0.9875473
100340,0.97774804
71337,0.98483175
73505,0.94817495
240,0.9898963
83153,0.9640725
371,0.989787
50283,0.9486623
31513,0.99033874
24174,0.92597914
46907,0.86371976
94141,0.95888436
5483,0.98516756
91282,0.9796627
41378,0.94064194
7904,0.98614883
41632,0.9858396
84817,0.94624686
54335,0.9897569
52362,0.9894084
21141,0.9642437
8040,0.92183924
13042,0.9888497
40276,0.9906533
1203,0.900511
54902,0.96057916
42127,0.94247454
61200,0.96126026
29807,0.98977625
32558,0.9501771
25499,0.993174
71523,0.985465
38791,0.9951597
12101,0.76729125
4730,0.9881436
17126,0.96393126
85187,0.6120052
16129,0.9755864
51250,0.93553233
112931,0.99056786
17857,0.9661877
31762,0.98864996
87034,0.7138628
59018,0.98452353
81008,0.9943904
91203,0.96472675
111875,0.97617775
70722,0.83755815
55926,0.9836378
67538,0.9227166
113041,0.9736615
30934,0.9296023
87109,0.7011074
26979,0.9859532
61557,0.9869316
29950,0.9897517
17,0.9866899
68226,0.9765413
79507,0.9690672
23107,0.9154593
27741,0.9061279
34314,0.9898245
79354,0.9804709
97813,0.9497568
730,0.9809101
19260,0.97678554
79119,0.77823186
77689,0.98794067
36363,0.8173732
6264,0.9826349
26935,0.9840051
78464,0.9482759
44785,0.94823986
31835,0.9885759
42606,0.98380893
55554,0.98938304
106579,0.70368
68977,0.9421658
85323,0.9794815
85288,0.7703122
52701,0.98772264
107848,0.95041037
97392,0.98763555
57996,0.9732704
113716,0.98789656
97317,0.9802301
16466,0.98717856
38691,0.96118295
49638,0.9885832
541,0.65291053
45882,0.98335993
18853,0.9133161
4572,0.99412113
99403,0.9909853
55514,0.9899394
103119,0.8902232
64141,0.9785252
76939,0.98404837
17453,0.93384093
107821,0.91313493
62063,0.9943904
108737,0.99156624
110123,0.9882951
109498,0.99059486
108324,0.935534
10990,0.71180147
18649,0.9927947
90653,0.9364168
98585,0.9090068
9888,0.97244805
61129,0.95111275
26829,0.81695306
110111,0.94381183
56138,0.57994896
27858,0.9823254
86241,0.94930077
8305,0.9902694
19363,0.99095166
48827,0.9832448
38241,0.9862264
41847,0.97355586
23347,0.84539264
2423,0.6275549
32271,0.99072146
49130,0.95451283
8225,0.9766183
88846,0.99152994
34908,0.7448201
45794,0.8926331
64211,0.9896812
2611,0.9749156
69544,0.9085825
90530,0.94161683
40940,0.94956565
9467,0.86552715
77485,0.96509945
106783,0.98851377
110503,0.9810503
20612,0.9555428
51833,0.9835645
11543,0.9817903
38547,0.992718
110186,0.98255664
16478,0.9900821
110370,0.99196786
2582,0.96250516
55197,0.99058
66699,0.9898483
85881,0.984021
100517,0.8911807
113642,0.98899454
25917,0.95154774
39337,0.9803381
91854,0.9615573
102173,0.9133816
67598,0.86456394
3318,0.98557425
111501,0.98886734
55471,0.95277995
56699,0.9552848
36379,0.9900581
39126,0.9556631
45286,0.9901046
62671,0.9925034
108685,0.94751585
53311,0.97567594
76703,0.55529475
40596,0.98781943
33861,0.97959834
105734,0.98957634
63398,0.9794869
95002,0.15588087
27839,0.9776088
35984,0.9918665
38573,0.9182103
53998,0.9922301
105924,0.9706651
33061,0.85164744
23505,0.99411196
29143,0.98912966
26013,0.89001936
61739,0.9900782
36627,0.9891612
68964,0.98127204
41861,0.98968035
81967,0.98657066
17243,0.66217625
83527,0.98487526
62335,0.8882656
97278,0.99314296
75436,0.9874135
57411,0.95723736
49715,0.8737652
61363,0.9214163
99711,0.98320466
108464,0.9738109
50910,0.9677645
29695,0.9920357
19978,0.9866355
109491,0.929996
30458,0.9386607
102908,0.992588
31485,0.9815864
14662,0.8989271
35264,0.9699056
95210,0.962701
19350,0.97910196
8891,0.9920942
82982,0.99049044
90861,0.9708543
4887,0.9284681
95441,0.9804998
109730,0.99212223
86149,0.86831987
84028,0.64724606
70235,0.9878357
107798,0.98902506
83208,0.9821456
100504,0.97579247
98598,0.9831071
91456,0.9629918
77699,0.9756151
86884,0.989906
54632,0.98714197
94363,0.9837129
73097,0.4747777
1532,0.964812
14207,0.986389
78777,0.99144113
73798,0.9825821
12878,0.96562105
49661,0.9756783
56981,0.9738966
70185,0.94612294
59851,0.99270505
107483,0.92511684
76527,0.974824
63588,0.9867083
40883,0.98644173
92065,0.966305
92667,0.9203485
88987,0.9558884
57025,0.97329086
94299,0.99223715
70371,0.9920357
67464,0.9875973
65614,0.90710384
97224,0.99264413
82015,0.9788648
57111,0.9780547
89018,0.93954414
21914,0.7835805
17041,0.9802593
65029,0.9825727
91948,0.97818965
38033,0.96569854
44878,0.95110554
21725,0.96768713
1984,0.9788759
10796,0.9919666
111869,0.9555205
71905,0.97270286
31724,0.9298181
35676,0.9778596
24135,0.98063505
19381,0.9763905
109279,0.969948
44173,0.8920251
41794,0.9942603
32555,0.98295605
5460,0.87066716
19210,0.95786333
108312,0.90705794
18506,0.7897413
49761,0.9882997
50722,0.8724652
22172,0.98604256
55784,0.94111776
81365,0.9928489
18071,0.9870948
49545,0.93141204
47832,0.8964468
41763,0.8839015
86331,0.8626112
9178,0.96015763
5035,0.9881499
36361,0.70957446
91169,0.98410356
79064,0.54679984
7966,0.98137635
18685,0.9477469
99109,0.9633238
233,0.9843763
86917,0.97539574
100637,0.97871155
89914,0.94648737
62554,0.9904242
76687,0.73091096
55104,0.94628185
25341,0.9868752
58071,0.89481205
7151,0.9631843
21041,0.9867844
41724,0.97228473
91225,0.92065877
81936,0.9866702
19787,0.93770784
29633,0.9862184
13823,0.977047
19103,0.98821974
27504,0.3169449
8398,0.99189806
36490,0.9891272
54757,0.85091174
16781,0.9023251
8919,0.8099508
54532,0.97953403
21472,0.98969156
107085,0.9853516
1691,0.9880442
58738,0.8673157
18469,0.76743835
13532,0.7574881
34351,0.98560774
6487,0.9872067
55919,0.97078425
41437,0.99095047
15763,0.9752701
13375,0.8516878
73018,0.98931444
27358,0.23158114
47857,0.9333627
28430,0.6845956
39036,0.96395797
49493,0.99440867
82147,0.98734367
8958,0.94297016
46998,0.990042
53193,0.98576385
89825,0.9780651
104055,0.9394633
45162,0.99181
105597,0.31277382
76271,0.9868454
6384,0.98427194
55047,0.9883719
106361,0.9257866
44462,0.9746017
77449,0.98692477
108619,0.75696117
23457,0.9883717
76950,0.525662
63395,0.98627126
96752,0.99427265
95217,0.90598387
71818,0.960476
72519,0.9935126
22917,0.9631334
87293,0.9915427
18272,0.97705066
2931,0.9898413
74633,0.9825677
35661,0.5778874
90892,0.987027
33889,0.98448455
95607,0.92698765
113189,0.98764104
107501,0.9785066
89926,0.97228086
1687,0.9752866
67293,0.9862732
11304,0.93381006
1634,0.96216714
58090,0.98939437
16935,0.99104637
49664,0.9836114
17568,0.9768838
100524,0.991812
109870,0.98884225
99916,0.99408865
80442,0.90653086
78314,0.95220673
82666,0.97875273
74541,0.8089726
12496,0.975817
2063,0.9689831
40085,0.94111776
16182,0.93576527
86105,0.9882763
29912,0.99103725
4012,0.94067883
93060,0.97056144
67130,0.95980704
8778,0.99285734
95269,0.9399286
13206,0.9879039
97228,0.99153465
48811,0.9824454
73434,0.98707074
46635,0.9725457
22555,0.96250284
33934,0.9315367
13105,0.9582913
57861,0.9919138
105664,0.9843105
35603,0.9134842
104415,0.93070644
44330,0.92147803
72098,0.9915447
83169,0.805621
49568,0.99039805
103402,0.9840395
10115,0.95900404
66247,0.97367984
37717,0.9861311
63887,0.98500735
93327,0.8978931
18725,0.9031228
29920,0.96814
41571,0.94883525
72077,0.9922301
64670,0.944806
92872,0.98523396
22910,0.9834141
32754,0.9864748
77665,0.9579609
63726,0.9848669
3463,0.8761509
52488,0.5873522
34107,0.9890675
70799,0.9534705
61235,0.9869196
19066,0.98783034
18470,0.9918492
82082,0.9625786
99249,0.979908
41481,0.95344126
79190,0.98913854
10673,0.89490104
34472,0.5648281
102923,0.9128554
28970,0.9715489
75959,0.9053669
23354,0.94930613
92852,0.5144213
3078,0.96029896
40073,0.9837869
56926,0.96442086
47639,0.933634
71239,0.91339433
35429,0.98259073
7495,0.9894739
46620,0.98798835
5384,0.6109048
110254,0.9104121
87763,0.9356192
60949,0.9639301
13918,0.51392686
48935,0.9618071
2270,0.970051
107214,0.99014634
4173,0.9590586
90515,0.98857015
63265,0.4024234
93802,0.9915997
63048,0.9949379
1499,0.9915734
33354,0.9758369
83481,0.9711809
82136,0.97764343
79878,0.7887068
78817,0.63219696
70116,0.8211821
54980,0.9782843
5119,0.66734594
49740,0.89378774
73923,0.9222686
13682,0.9906385
61096,0.9863485
106233,0.98928577
113185,0.98857903
71792,0.9919665
3216,0.8658991
33653,0.9932126
39852,0.6349705
86397,0.9301498
74310,0.9899828
7129,0.9883194
52695,0.9797733
3993,0.8847453
111278,0.99182445
31289,0.96682626
29167,0.9491436
14626,0.99128973
33757,0.973945
32299,0.9898839
110815,0.9782351
34672,0.99176764
100599,0.93077606
24307,0.9879032
35824,0.941787
35223,0.934083
109522,0.9703314
53697,0.9822075
96339,0.9810977
90929,0.97319657
94354,0.94475734
377,0.96736264
34327,0.9909189
36935,0.72521144
13879,0.95930696
5177,0.99435884
73525,0.9423112
41672,0.9094679
85947,0.992384
78379,0.99086154
52171,0.96363664
9782,0.81285644
46775,0.9753484
24894,0.8857115
98745,0.9893078
67718,0.9833521
75786,0.98085487
61700,0.8150283
93766,0.9680793
113194,0.8070318
435,0.97685564
107639,0.95972323
51786,0.8541027
42888,0.9488209
109174,0.99221754
83561,0.9684977
92930,0.9893098
59086,0.97102016
68356,0.99231756
58921,0.97557473
4613,0.94765395
57587,0.65646
16750,0.9857314
18560,0.9898087
57350,0.8836329
94554,0.9513736
48208,0.8767805
12104,0.98943466
22783,0.9805799
79546,0.9610782
25605,0.9896639
63050,0.97278035
38891,0.9382641
108655,0.9868618
47247,0.9792571
62238,0.99061465
8900,0.9801154
57902,0.9846801
88841,0.990006
26211,0.98837787
36472,0.9515267
32100,0.97784823
70176,0.9899192
102767,0.9838275
44842,0.8830932
94572,0.9929113
14173,0.98324215
46074,0.9830891
22265,0.590134
21623,0.96083945
91697,0.9839056
28118,0.87925416
41536,0.985808
1734,0.9184908
15143,0.98563
41172,0.95574135
72708,0.9938022
28186,0.9784411
83364,0.9574536
44968,0.95424896
42972,0.9815248
109678,0.9785946
22438,0.9722775
47330,0.9846464
29038,0.9841081
49659,0.8738579
100158,0.8716355
85736,0.98977906
53004,0.5163043
81196,0.98953944
82352,0.82753164
87968,0.9885234
66209,0.9443418
15336,0.9325827
78562,0.90828305
110100,0.9803397
108875,0.94429713
27946,0.9162028
31078,0.98240525
11659,0.988223
23456,0.9905199
44554,0.9706609
30515,0.99079543
84139,0.97494
21103,0.9950753
72130,0.92584974
87126,0.9826037
71210,0.9525988
37012,0.99063724
38355,0.98628485
82150,0.9861162
5501,0.98589677
22769,0.98303336
103466,0.991076
98080,0.9274849
71323,0.9922943
42927,0.9888004
13977,0.45856196
15914,0.9944771
104318,0.9930281
100905,0.99011564
253,0.98268557
31031,0.9899211
72875,0.8784914
87358,0.93299186
106459,0.9831123
109964,0.9920665
10479,0.8645511
81489,0.98120534
38195,0.98652864
6468,0.98953944
36367,0.69118017
77920,0.9476295
51956,0.9730541
67364,0.96393114
101225,0.9719658
78210,0.9938577
57723,0.9823987
4450,0.993042
69536,0.98372424
30708,0.88306224
10632,0.691217
2536,0.9217696
3736,0.800061
12334,0.9828445
94403,0.9889703
2566,0.9659632
86767,0.9654526
86972,0.9567372
54801,0.99142516
105418,0.97680014
8949,0.9894048
22007,0.72941995
98032,0.98264724
50578,0.95532984
3095,0.9824655
69062,0.94059575
66330,0.88789237
82641,0.9528049
79874,0.98478925
58158,0.98146087
63605,0.93736535
55238,0.9897205
105054,0.9872885
87292,0.979924
14430,0.8360742
16900,0.9852976
2877,0.9890934
48361,0.9871666
89818,0.96140826
89750,0.98885214
37642,0.9744702
61735,0.72003895
26772,0.98734194
37775,0.9305695
62334,0.9906068
11900,0.9054464
109729,0.888934
44721,0.9862347
48950,0.9883681
56269,0.98548883
87906,0.94539076
64387,0.95618117
56725,0.5857481
56596,0.9005085
69507,0.95585215
27917,0.9880994
6452,0.9874534
86945,0.9759427
55559,0.98913854
73470,0.97677135
86578,0.8383732
48929,0.9937156
84428,0.9684
12339,0.93928564
667,0.9904846
85961,0.94558567
48084,0.97205263
75384,0.8892832
80400,0.9553599
74996,0.9800798
60130,0.9885434
2937,0.8497939
64293,0.9408904
107553,0.98809963
58507,0.9926489
46933,0.9947541
47301,0.9940627
14889,0.93584496
96810,0.9878879
93344,0.9713253
26004,0.9604333
30718,0.54826677
85435,0.9887621
110515,0.9898638
23532,0.96352327
88540,0.99334055
12591,0.8980886
22526,0.95003104
38864,0.9860735
104073,0.9764172
47821,0.99508494
13948,0.99048984
12410,0.9824813
80633,0.9921123
68038,0.9897827
46338,0.98750556
80701,0.95381856
2212,0.9896724
108127,0.99114764
107406,0.98193365
73111,0.9149761
30816,0.98431987
85708,0.994848
53515,0.980416
71767,0.85706085
42152,0.94466776
85639,0.98749965
109416,0.94752634
1877,0.9286936
30815,0.963105
83100,0.9808091
51445,0.9853064
64492,0.9472483
5437,0.9827207
12595,0.9366266
56508,0.93910855
100485,0.9703442
58001,0.97885245
93638,0.9096628
13462,0.8846379
65195,0.90890986
12752,0.80326045
60464,0.99361587
80267,0.9599216
3081,0.9804985
73577,0.9827944
59223,0.3420036
89833,0.9257481
57957,0.9930948
75330,0.90992564
26587,0.3330638
108390,0.97166425
101488,0.9778528
39968,0.98723036
56899,0.98598886
22113,0.7236094
13339,0.9883443
39930,0.9897731
85839,0.9875432
78162,0.9911691
107569,0.9919446
95950,0.93520087
112080,0.98540026
64319,0.96228623
8750,0.9707407
63786,0.92591196
103639,0.9006286
18757,0.7407841
84812,0.86464727
96198,0.9437484
88055,0.99268895
98367,0.9694584
92782,0.9909603
54560,0.9838606
93754,0.900092
79835,0.9817392
32338,0.98605585
40058,0.9879879
36185,0.98719865
95814,0.95730114
26607,0.9915906
31431,0.9066699
5083,0.93982047
31621,0.9856983
90318,0.9844267
32956,0.46003714
20885,0.91271096
91982,0.96524054
28219,0.9857042
7706,0.9700903
31541,0.9542987
52153,0.9914458
74760,0.882562
27834,0.9834508
78520,0.9652004
70455,0.96155655
74162,0.985741
79778,0.98159444
18866,0.98892605
92959,0.9859294
64878,0.95409906
33764,0.91436535
25568,0.98475975
56170,0.69741684
27706,0.96069324
36633,0.98688436
111680,0.9646172
85735,0.96687883
24708,0.96483105
10025,0.9141866
33843,0.96430844
111600,0.7384799
61620,0.9796627
19010,0.98411775
43977,0.98658353
20750,0.98450965
14598,0.8909618
92419,0.91507006
71680,0.985291
47896,0.9686205
21061,0.9865956
31013,0.8286275
64405,0.9846182
25627,0.9875853
35971,0.97763276
107192,0.9413609
112161,0.95051396
32,0.8982996
27385,0.9847899
44990,0.91930294
16171,0.9859212
83682,0.9871202
86469,0.9349223
74337,0.98047423
45130,0.93187743
103229,0.93106747
83847,0.9851008
24664,0.9921778
2464,0.8884958
80682,0.9891789
55518,0.98472863
16440,0.9636622
61643,0.9903734
16790,0.9864244
17753,0.9915303
109561,0.991886
31973,0.96549004
85779,0.98723745
83816,0.95104545
84878,0.98419684
88486,0.9602043
112670,0.9906281
95760,0.98734355
86246,0.7624718
40293,0.9952366
9852,0.9858183
90419,0.9872823
57329,0.991321
57087,0.9896354
53968,0.98890185
111463,0.803034
41412,0.9719301
81141,0.9924285
79790,0.9555479
45879,0.97047037
82807,0.9879187
74608,0.98966974
11066,0.8304933
14470,0.96964025
88492,0.9849613
79919,0.9896381
41279,0.70403653
61531,0.96736467
15345,0.9783512
8338,0.93037397
10874,0.99176615
31112,0.99138683
39354,0.98765415
94216,0.87815464
4239,0.9533615
61212,0.98474646
96492,0.98400325
65351,0.9844668
112849,0.9463666
37269,0.97323394
11601,0.9340126
42836,0.989235
25791,0.9863972
76725,0.88403815
71632,0.98573387
5372,0.7841666
90329,0.8855347
40861,0.97785425
7921,0.85868394
102805,0.86728406
109840,0.9822281
61204,0.98581785
61867,0.78615606
32519,0.9202583
103818,0.98711026
46969,0.90006757
52143,0.9882968
27652,0.98567015
70745,0.9617177
108204,0.9848024
42505,0.98730487
36153,0.98460543
104255,0.991198
20758,0.9663785
65460,0.9872335
96347,0.98494905
37872,0.9830415
37975,0.9736747
40853,0.8604181
90968,0.92230546
82707,0.9895391
69706,0.94212705
89621,0.99293524
27104,0.9896153
114054,0.9921291
70070,0.988786
16245,0.9858641
105379,0.9869366
51978,0.963852
1134,0.9885011
30678,0.9948774
91025,0.9537773
8642,0.9605787
69861,0.871792
10413,0.98638666
93267,0.98790914
109982,0.98677284
2669,0.98968035
24129,0.95492375
6589,0.9532832
106751,0.9688909
80860,0.9903803
44907,0.8263623
59507,0.99102
33147,0.9336902
73636,0.9932126
90319,0.8619373
87835,0.94024676
3549,0.8815199
47486,0.9514888
4519,0.97858334
54806,0.9059198
108968,0.9935824
7811,0.9567905
45252,0.9534479
75462,0.99073154
69440,0.7980804
48341,0.73754376
105056,0.9933349
21749,0.98982376
98247,0.5949246
47154,0.98830646
78911,0.9836473
51107,0.9802586
101627,0.9834757
69520,0.98869133
104714,0.9777119
59715,0.95119494
34913,0.94551903
85347,0.98032814
60273,0.9157836
2645,0.91784364
88595,0.59014195
104654,0.8010986
95524,0.97933424
79706,0.9649424
15836,0.72819114
39611,0.9597189
71012,0.9894819
71721,0.9928427
31545,0.94936603
50771,0.98276216
106046,0.9892664
58669,0.98791444
110826,0.9423096
15869,0.8227333
77915,0.98791146
106227,0.9591055
55833,0.9768052
79360,0.9357148
77379,0.99182105
52631,0.99359375
35883,0.9895225
9547,0.98952055
13991,0.43693405
84219,0.98919255
70926,0.9864304
34015,0.99215406
32946,0.94758
45355,0.95925915
91751,0.8869296
21359,0.9932151
11826,0.89447314
903,0.9904593
59219,0.9828924
96186,0.97091395
77733,0.9120674
50783,0.9902864
110785,0.9704718
18456,0.9911958
105100,0.9430807
46904,0.5144293
45449,0.952878
30434,0.9074456
44087,0.94899416
24294,0.43598193
89501,0.9817192
21298,0.80522037
37669,0.9817946
43117,0.9455037
845,0.9750334
112320,0.98843175
62220,0.9847852
34080,0.94803256
51721,0.9027628
42907,0.8668864
73771,0.9875494
85727,0.68134713
52513,0.98476565
39685,0.99103373
12273,0.86947936
16237,0.9366688
22371,0.7860148
24268,0.973032
4568,0.9679652
93475,0.94842786
8057,0.98764473
110222,0.95127195
12789,0.9914562
89235,0.95816326
9654,0.9401143
32603,0.991572
84594,0.933535
14764,0.9819565
34248,0.9931722
67592,0.9884604
7703,0.9921559
76756,0.9889235
1010,0.96790284
95442,0.9706881
42315,0.99024934
30716,0.74003816
6883,0.89783084
35100,0.9915108
109979,0.9901764
21696,0.9616026
111059,0.9493423
21519,0.9592722
78617,0.98409086
100367,0.994955
77995,0.97691625
105210,0.9323151
16380,0.953937
44187,0.9854652
41218,0.9853372
58634,0.98066986
19110,0.98677087
4414,0.9952366
18521,0.73531926
24882,0.9475535
85641,0.9065384
72528,0.98554045
64876,0.9676347
12774,0.9899024
32980,0.8078095
70026,0.98190606
2828,0.99002737
100666,0.9892888
52788,0.8967204
52721,0.9927192
60822,0.9861178
69624,0.9760835
50397,0.9898963
114015,0.9369249
18587,0.9622326
110836,0.97128683
28561,0.9943494
43452,0.98259073
84067,0.9083192
61365,0.9787129
53382,0.9604998
101947,0.9887016
10696,0.98865384
16315,0.9352981
54626,0.8798562
11053,0.9591269
21165,0.97849905
15921,0.9904144
48112,0.9903763
83391,0.69068915
107791,0.8492863
8645,0.9702866
35157,0.80296326
18502,0.99163365
50767,0.9426869
41118,0.94005585
4736,0.8391519
14651,0.9887473
7377,0.97153497
55964,0.93887377
37701,0.9938247
76538,0.462061
16467,0.9047824
49026,0.98477614
59452,0.96866655
10054,0.9906322
26270,0.9808836
13623,0.98676133
86436,0.99252266
14775,0.98140854
80550,0.9481818
107423,0.99042785
36737,0.9716902
84629,0.97620153
99490,0.97242326
55459,0.98934096
109892,0.81170285
74049,0.98474926
5463,0.5484866
13578,0.9873323
61521,0.7566581
30802,0.9913475
14188,0.99152726
61141,0.97349155
9428,0.9380927
12062,0.3310425
104486,0.9757898
90798,0.98614955
107092,0.9820133
33735,0.9576606
48635,0.9468594
92659,0.93882513
60581,0.98573303
44303,0.9914848
73788,0.96863323
69551,0.96569544
7779,0.8703742
13197,0.97717404
25590,0.9899451
108267,0.8800479
55063,0.97573924
1148,0.98605484
83092,0.9917292
84017,0.98134136
95240,0.9882185
10826,0.9628422
80338,0.9762773
39979,0.99076897
8560,0.9633739
17769,0.705694
49038,0.984674
2289,0.9710925
79045,0.9551545
94273,0.9503237
10930,0.9315258
1616,0.9918394
101464,0.9846139
22889,0.98957634
92523,0.9910335
34610,0.9697892
13814,0.9657213
86136,0.945891
37831,0.9317128
106317,0.93862355
107645,0.97604275
51542,0.9932929
78837,0.98324895
41855,0.9077483
63989,0.9949379
45445,0.9860173
37818,0.9903818
50323,0.99190444
13469,0.9840515
32671,0.99012345
95279,0.9944931
102909,0.99241346
478,0.9826208
71256,0.90610003
10320,0.98480266
96103,0.94819474
95716,0.985458
29880,0.9807654
103569,0.9682262
59495,0.95958745
101972,0.9660839
75191,0.5945994
92486,0.97973436
112355,0.48479593
3066,0.7778122
6289,0.98474044
18961,0.9865356
58041,0.7949032
71702,0.98233426
45817,0.93091714
33179,0.9895139
67573,0.9844619
105951,0.9711835
36538,0.9400825
9616,0.95555717
112050,0.9451098
8539,0.98806727
34311,0.92735773
83245,0.9857897
24261,0.9380169
76564,0.98873854
